,color,id,male,species,name,breeds,mix,groups,FSS,Working Group,Terrier Group,Herding Group,Sporting Group,Hound Group,Non-Sporting Group,Toy Group,Bully Breed,Hound
12049,Black/White,A694661,1.0,Dog,Percy,"['Australian Cattle Dog', 'Pit Bull']",True,"['Bully Breed', 'Herding Group']",0,0,0,1,0,0,0,0,1,0
12050,Brown,A694662,1.0,Dog,Rex,"['Pit Bull', 'German Shepherd']",True,"['Bully Breed', 'Herding Group']",0,0,0,1,0,0,0,0,1,0
12051,Black/Tan,A694664,1.0,Dog,Rex,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12052,Brown/White,A694665,1.0,Dog,Mason,"['Collie Smooth', 'Labrador Retriever']",True,"['Herding Group', 'Sporting Group']",0,0,0,1,1,0,0,0,0,0
12053,Brown,A694671,1.0,Dog,None,"['Chihuahua Longhair', 'Chihuahua Shorthair']",True,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12054,White/Tan,A694672,0.0,Dog,Xena,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
12055,Black/Tan,A694673,1.0,Dog,None,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12056,Black/White,A694674,0.0,Dog,Ryder,"['Labrador Retriever', 'Australian Cattle Dog']",True,"['Herding Group', 'Sporting Group']",0,0,0,1,1,0,0,0,0,0
12057,White/Black,A694676,1.0,Dog,Roger,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12058,Fawn,A694691,0.0,Dog,None,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12059,Black/White,A694692,1.0,Dog,Edgar,['Border Collie'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12060,Tan,A682375,0.0,Dog,Lexi,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12061,Brown/White,A694696,1.0,Dog,Zahn,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12062,Black/White,A694698,1.0,Dog,None,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12063,Tan,A694697,1.0,Dog,None,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12064,Black/Tan,A694699,0.0,Dog,Pebbles,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12065,White/Brown Brindle,A694701,0.0,Dog,Peaches,"['Boxer', 'Labrador Retriever']",True,"['Sporting Group', 'Working Group']",0,1,0,0,1,0,0,0,0,0
12066,Brown/White,A694705,1.0,Dog,Snickrdoodle,['Shih Tzu'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12067,Brown/Black,A694707,0.0,Dog,Sheila,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12068,Brown/White,A694708,0.0,Dog,Juno,['Australian Cattle Dog'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12069,Sable,A694706,0.0,Dog,June,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12070,Black/White,A694712,0.0,Dog,Fifi,"['Whippet', 'Labrador Retriever']",True,"['Hound Group', 'Sporting Group']",0,0,0,0,1,1,0,0,0,1
12071,Red,A694709,0.0,Dog,Mackenzie,['Chow Chow'],False,['Non-Sporting Group'],0,0,0,0,1,0,1,0,0,0
12072,Black/White,A694714,1.0,Dog,Remy,"['Shetland Sheepdog', 'Border Collie']",True,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12073,White/Black,A694716,0.0,Dog,Delta,['Australian Cattle Dog'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12074,Blue/White,A694717,0.0,Dog,Jane,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12075,Blue/White,A524634,0.0,Dog,Belle,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12076,Black,A694721,1.0,Dog,Artie,['American Pit Bull Terrier'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12077,Brown/White,A694719,1.0,Dog,Ringo,['Australian Cattle Dog'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12078,Brown/Tan,A694724,1.0,Dog,Kelly,['Collie Smooth'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12079,Tan,A694732,0.0,Dog,Brownie,['Yorkshire Terrier'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12080,White,A694730,1.0,Dog,Whitey,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12081,White,A694727,0.0,Dog,Ida,['Boxer'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
12082,Brown Brindle/White,A694728,1.0,Dog,Duke,['Australian Cattle Dog'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12083,Gold,A694726,0.0,Dog,Lacy,"['Golden Retriever', 'Labrador Retriever']",True,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
12084,Red,A694729,0.0,Dog,Brandi,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
12085,Gray,A694731,0.0,Dog,Miley,['Miniature Schnauzer'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
12086,Black/White,A694734,0.0,Dog,Daisy,"['Pit Bull', 'Australian Cattle Dog']",True,"['Bully Breed', 'Herding Group']",0,0,0,1,0,0,0,0,1,0
12087,Brown Brindle/White,A694738,0.0,Dog,Moxie,"['Boxer', 'Staffordshire']",True,"['Terrier Group', 'Working Group']",0,1,1,0,0,0,0,0,0,0
12088,White,A694739,1.0,Dog,Johnny,['Siberian Husky'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
12089,Brown Brindle,A694740,1.0,Dog,Dirty,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12090,Red/Black,A694744,1.0,Dog,Max,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12091,Brown,A694745,1.0,Dog,Herc,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12092,Black,A694756,1.0,Dog,Gus,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
12093,Brown,A694759,0.0,Dog,Rosie,['Treeing Cur'],False,[nan],0,0,0,0,0,0,0,0,0,0
12094,Black,A694725,1.0,Dog,Mikey,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12095,Brown Brindle/White,A694763,1.0,Dog,Zeus,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12096,White,A601737,0.0,Dog,Little B,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12097,Tricolor,A694779,0.0,Dog,None,['Catahoula'],False,['FSS'],1,0,0,0,0,0,0,0,0,0
12098,White/Buff,A694781,0.0,Dog,Savannah,"['Yorkshire Terrier', 'Miniature Poodle']",True,"['Non-Sporting Group', 'Toy Group']",0,0,0,0,1,0,1,1,0,0
12099,White/Black,A694780,1.0,Dog,Pesto,"['Yorkshire Terrier', 'Miniature Poodle']",True,"['Non-Sporting Group', 'Toy Group']",0,0,0,0,1,0,1,1,0,0
12100,Blue Merle/Tan,A694782,1.0,Dog,Sinch,['Australian Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12101,Tricolor,A694783,1.0,Dog,Austin,['Basset Hound'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
12102,Tan,A694785,1.0,Dog,Zazu,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12103,Black/Brown,A694711,1.0,Dog,Theodore,['Bernese Mountain Dog'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
12104,Brown,A607134,1.0,Dog,Compadre,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12105,White/Brown,A549834,1.0,Dog,Danny,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12106,Brown/White,A694787,0.0,Dog,Luna,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12107,Tan/White,A694788,0.0,Dog,None,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12108,Black,A694793,0.0,Dog,None,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
12109,Brown/White,A694795,0.0,Dog,Rosie,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12110,Black/Tricolor,A694799,1.0,Dog,Peanut,['Rat Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
12111,Black/White,A694800,1.0,Dog,Bouncer,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12112,Tan/White,A694798,0.0,Dog,Dixie,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12113,Tan/White,A694805,0.0,Dog,Diamond,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12114,Brown/White,A694806,1.0,Dog,Troy,['Australian Cattle Dog'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12115,Red/White,A694807,1.0,Dog,Boxer,['Boxer'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
12116,Tan/White,A424158,1.0,Dog,Choo Choo,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12117,Black,A694812,0.0,Dog,Peaches,"['Pug', 'Labrador Retriever']",True,"['Sporting Group', 'Toy Group']",0,0,0,0,1,0,0,1,0,0
12118,Yellow,A694815,0.0,Dog,Star,"['Whippet', 'Labrador Retriever']",True,"['Hound Group', 'Sporting Group']",0,0,0,0,1,1,0,0,0,1
12119,Black/Tan,A694821,1.0,Dog,Rocko,['Rottweiler'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
12120,Black/White,A694819,0.0,Dog,None,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
12121,Brown/White,A694828,1.0,Dog,Kevin,['Black Mouth Cur'],False,[nan],0,0,0,0,0,0,0,0,0,0
12122,Cream,A694831,1.0,Dog,Pillsbury,['Great Pyrenees'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
12123,Tricolor,A694835,0.0,Dog,Penelope,['Beagle'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
12124,Tricolor,A616487,1.0,Dog,Jack,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12125,Tan/Brown,A694837,1.0,Dog,Kujo,"['Jack Russell Terrier', 'Chihuahua Shorthair']",True,"['Terrier Group', 'Toy Group']",0,0,1,0,0,0,0,1,0,0
12126,Black/White,A694847,0.0,Dog,None,['Border Collie'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12127,Black/White,A694844,0.0,Dog,None,['Border Collie'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12128,Chocolate/Tan,A694843,1.0,Dog,None,['Border Collie'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12129,Black/White,A694838,0.0,Dog,Biscotti,['Border Collie'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12130,Chocolate/White,A694841,0.0,Dog,None,['Border Collie'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12131,Black/White,A694846,0.0,Dog,None,['Border Collie'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12132,Black/White,A694845,0.0,Dog,None,['Border Collie'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12133,Tan/White,A694842,0.0,Dog,None,['Border Collie'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12134,White/Black,A694840,1.0,Dog,None,['Border Collie'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12135,Black/White,A694848,0.0,Dog,None,['Border Collie'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12136,Black/White,A694849,0.0,Dog,Pearl,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12137,Brown Brindle,A694853,0.0,Dog,None,"['Pit Bull', 'Labrador Retriever']",True,"['Bully Breed', 'Sporting Group']",0,0,0,0,1,0,0,0,1,0
12138,Tricolor,A694857,1.0,Dog,None,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12139,Gray/White,A694859,1.0,Dog,None,['Shih Tzu'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12140,Black/White,A694860,0.0,Dog,Cindy,['Miniature Poodle'],False,['Non-Sporting Group'],0,0,0,0,1,0,1,0,0,0
12141,Black/Brown,A694862,1.0,Dog,Nutmeg,['Border Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
12142,White/Brown,A694861,1.0,Dog,Butterscotch,['Shih Tzu'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12143,Tan/White,A619852,1.0,Dog,Beau,"['Pit Bull', 'Australian Cattle Dog']",True,"['Bully Breed', 'Herding Group']",0,0,0,1,0,0,0,0,1,0
12144,Black,A694864,1.0,Dog,Sonny,"['Chihuahua Shorthair', 'Yorkshire Terrier']",True,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12145,Black/Brown,A694865,0.0,Dog,Cher,"['Yorkshire Terrier', 'Chihuahua Shorthair']",True,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12146,Tan/White,A694866,0.0,Dog,Mocha,['Cairn Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
12147,Gray/Tan,A694869,0.0,Dog,None,"['Miniature Poodle', 'Miniature Schnauzer']",True,"['Non-Sporting Group', 'Terrier Group']",0,0,1,0,1,0,1,0,0,0
12148,Chocolate/White,A694867,0.0,Dog,Dakota,"['Labrador Retriever', 'Redbone Hound']",True,"['Hound Group', 'Sporting Group']",0,0,0,0,1,1,0,0,0,1
12149,Black/Brown,A694879,1.0,Dog,George,"['Australian Shepherd', 'Feist']",True,"['Herding Group', 'Non-Sporting Group']",0,0,0,1,1,0,1,0,0,0
12150,Brown Merle,A694874,0.0,Dog,Lizzy,"['Australian Cattle Dog', 'Vizsla']",True,"['Herding Group', 'Sporting Group']",0,0,0,1,1,0,0,0,0,0
12151,White/Blue,A694878,0.0,Dog,Hazel,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12152,Brown/White,A694880,0.0,Dog,Sallie,"['Labrador Retriever', 'Siberian Husky']",True,"['Sporting Group', 'Working Group']",0,1,0,0,1,0,0,0,0,0
12153,Black/White,A650060,1.0,Dog,Casper,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
12154,Sable,A660676,0.0,Dog,Sybil,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12155,White/Brown,A694884,0.0,Dog,Jessie,['Australian Cattle Dog'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12156,Black/Brown,A610112,1.0,Dog,Chubby,['Rottweiler'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
12157,Brown Brindle/White,A694886,0.0,Dog,Emma Mae,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12158,Brown/White,A694891,0.0,Dog,None,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12159,White/Tricolor,A694900,1.0,Dog,None,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12160,Black/White,A694897,0.0,Dog,None,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12161,Brown Brindle/White,A694894,1.0,Dog,None,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12162,Black/White,A694899,1.0,Dog,None,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12163,Black/White,A694898,0.0,Dog,None,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12164,Black/White,A694895,1.0,Dog,None,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12165,Black/White,A694901,0.0,Dog,None,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12166,White/Tricolor,A694902,0.0,Dog,None,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12167,White/Brown Brindle,A694892,0.0,Dog,Tina,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12168,Black Brindle/White,A694896,0.0,Dog,None,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12169,White/Brown,A694796,1.0,Dog,Boss,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12170,Black/Tricolor,A694907,1.0,Dog,Mickey,['Dachshund'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
12171,Tricolor,A694908,0.0,Dog,Minnie,['Dachshund'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
12172,Tan/White,A694904,1.0,Dog,Tanner,['Norfolk Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
12173,Brown/White,A694905,0.0,Dog,None,['Norfolk Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
12174,Tan/White,A694909,0.0,Dog,Cookie,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12175,Chocolate/Tan,A476706,1.0,Dog,Rocky,['Doberman Pinsch'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
12176,Black/White,A694917,1.0,Dog,Alphonse,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
12177,Gold,A650905,0.0,Dog,Bella,['Chow Chow'],False,['Non-Sporting Group'],0,0,0,0,1,0,1,0,0,0
12178,Tan,A694919,1.0,Dog,None,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12179,Brown/White,A694923,1.0,Dog,Amos,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12180,Brown,A694925,0.0,Dog,Lily,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12181,Red/White,A694688,0.0,Dog,Lady,['Cocker Spaniel'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
12182,Gold,A684262,1.0,Dog,Macho,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12183,White,A694930,0.0,Dog,Crystal,['Dogo Argentino'],False,['FSS (Miscellaneous)'],1,0,0,0,0,0,0,0,0,0
12184,Red Merle/White,A694931,0.0,Dog,Sweetie,['Australian Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12185,Apricot,A694933,1.0,Dog,None,['Miniature Poodle'],False,['Non-Sporting Group'],0,0,0,0,1,0,1,0,0,0
12186,White/Black,A694956,1.0,Dog,Cane,['American Bulldog'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12187,Blue/White,A694963,0.0,Dog,Sheba,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12188,Sable/Cream,A694967,0.0,Dog,Jewels,['Siberian Husky'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
12189,Tan,A694973,1.0,Dog,Rascal,['Cairn Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
12190,Brown/White,A694979,0.0,Dog,Cookie,"['Rat Terrier', 'Beagle']",True,"['Hound Group', 'Terrier Group']",0,0,1,0,0,1,0,0,0,1
12191,White/Tan,A694980,1.0,Dog,C,['Norwich Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
12192,Black/White,A694981,0.0,Dog,None,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
12193,Red/White,A694984,1.0,Dog,Moose,['Dogue De Bordeaux'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
12194,Brown/White,A694985,0.0,Dog,Bambi,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12195,Black/White,A694986,1.0,Dog,Teddy,['Dachshund'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
12196,Black,A694991,1.0,Dog,Tuxedo,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
12197,Tan/White,A695008,1.0,Dog,Tooth,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12198,Black/Tan,A695007,0.0,Dog,Baby,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12199,White/Buff,A695006,1.0,Dog,None,"['Maltese', 'Miniature Poodle']",True,"['Non-Sporting Group', 'Toy Group']",0,0,0,0,1,0,1,1,0,0
12200,Brown/Black,A695012,0.0,Dog,None,['Yorkshire Terrier'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12201,White,A695010,1.0,Dog,None,"['Jack Russell Terrier', 'Miniature Poodle']",True,"['Non-Sporting Group', 'Terrier Group']",0,0,1,0,1,0,1,0,0,0
12202,Yellow,A695013,1.0,Dog,Gizmo,"['Labrador Retriever', 'Golden Retriever']",True,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
12203,Gray/White,A695011,1.0,Dog,None,"['Jack Russell Terrier', 'Shih Tzu']",True,"['Terrier Group', 'Toy Group']",0,0,1,0,0,0,0,1,0,0
12204,White,A695015,1.0,Dog,Bolt,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12205,Black/Brown,A695018,1.0,Dog,Peanut,['Labrador Retriever'],False,['Sporting Group'],0,0,0,0,1,0,0,0,0,0
12206,Black/Brown,A695019,1.0,Dog,None,"['Labrador Retriever', 'Chow Chow']",True,"['Non-Sporting Group', 'Sporting Group']",0,0,0,0,1,0,1,0,0,0
12207,Blue/White,A695024,0.0,Dog,Pippa,['Italian Greyhound'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12208,Black/Tan,A695025,1.0,Dog,Finn,['Rottweiler'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
12209,Black/White,A695033,1.0,Dog,Hampton,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12210,White/Brown,A695035,1.0,Dog,Maximus,"['American Bulldog', 'English Bulldog']",True,"['Bully Breed', 'Non-Sporting Group']",0,0,0,0,1,0,1,0,1,0
12211,Black/White,A695037,0.0,Dog,Nellie,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12212,Tan,A695036,1.0,Dog,Norman,['Cairn Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
12213,Brown/White,A695038,1.0,Dog,Gage,"['Border Collie', 'Boxer']",True,"['Herding Group', 'Working Group']",0,1,0,1,0,0,0,0,0,0
12214,White/Blue,A695044,0.0,Dog,Sky,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12215,Black/White,A651363,0.0,Dog,Luna,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12216,White,A695051,1.0,Dog,Noodle,['Toy Poodle'],False,['Non-Sporting Group'],0,0,0,0,1,0,1,0,0,0
12217,White/Black,A695052,1.0,Dog,Buggs,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12218,Brown/Black,A695056,0.0,Dog,Nala,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12219,Black/Brown,A695054,0.0,Dog,Nikita,['German Shepherd'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12220,Red,A695059,1.0,Dog,Toby,['Dachshund Longhair'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
12221,Tan,A695063,1.0,Dog,Tiger,['Cairn Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
12222,White,A695065,1.0,Dog,Rollo,['Great Pyrenees'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
12223,White/Brown,A695064,1.0,Dog,Brown,['Lhasa Apso'],False,['Non-Sporting Group'],0,0,0,0,1,0,1,0,0,0
12224,Gray,A695069,0.0,Dog,Kayla,['Shih Tzu'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12225,Red,A695071,1.0,Dog,Rebel,['Miniature Pinscher'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12226,Black/White,A695072,1.0,Dog,Leo,['Schipperke'],False,['Non-Sporting Group'],0,0,0,0,1,0,1,0,0,0
12227,Tricolor,A695075,1.0,Dog,Versace,['Anatol Shepherd'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
12228,Black,A695082,0.0,Dog,None,['Miniature Poodle'],False,['Non-Sporting Group'],0,0,0,0,1,0,1,0,0,0
12229,Tan/White,A695083,1.0,Dog,Malachite,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12230,Brown/Tricolor,A695093,1.0,Dog,Windsor,['Harrier'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
12231,Red/White,A695101,0.0,Dog,Lola,['Alaskan Husky'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
12232,Brown Brindle/White,A695109,0.0,Dog,Cupcake,['Whippet'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
12233,Chocolate/White,A695108,1.0,Dog,Coronado,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12234,Tan/Black,A519888,1.0,Dog,Luke,"['Labrador Retriever', 'Beagle']",True,"['Hound Group', 'Sporting Group']",0,0,0,0,1,1,0,0,0,1
12235,Black/Tan,A695104,1.0,Dog,Charlie,"['Chihuahua Shorthair', 'Italian Greyhound']",True,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12236,Blue Merle/Brown Brindle,A695125,0.0,Dog,Deedee,['Australian Cattle Dog'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12237,Yellow/White,A695127,1.0,Dog,None,['Chihuahua Shorthair'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12238,Gray/White,A695128,1.0,Dog,Pearson,"['Miniature Schnauzer', 'Miniature Poodle']",True,"['Non-Sporting Group', 'Terrier Group']",0,0,1,0,1,0,1,0,0,0
12239,Black/Tan,A695130,1.0,Dog,Jack,['Yorkshire Terrier'],False,['Toy Group'],0,0,0,0,0,0,0,1,0,0
12240,Tan/White,A695139,0.0,Dog,Addison,['Australian Cattle Dog'],False,['Herding Group'],0,0,0,1,0,0,0,0,0,0
12241,Black/White,A695140,0.0,Dog,Milli,['Siberian Husky'],False,['Working Group'],0,1,0,0,0,0,0,0,0,0
12242,White/Tan,A580225,0.0,Dog,Jade,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12243,Black,A695156,1.0,Dog,None,['Rat Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
12244,Gray,A695155,1.0,Dog,None,['Border Terrier'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
12245,White,A695158,0.0,Dog,Tina,['Bedlington Terr'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
12246,White,A695157,0.0,Dog,Amy,['Bedlington Terr'],False,['Terrier Group'],0,0,1,0,0,0,0,0,0,0
12247,Brown Brindle/White,A695042,1.0,Dog,Spike,['Pit Bull'],False,['Bully Breed'],0,0,0,0,0,0,0,0,1,0
12248,Tricolor,A695161,1.0,Dog,Earl,['Beagle'],False,['Hound Group'],0,0,0,0,0,1,0,0,0,1
